pruid,prname,prnameFR,date,reporting_week,reporting_year,update,numcases_total,numcases_weekly,ratecases_total,numdeaths_total,numdeaths_weekly,ratedeaths_total,ratecases_last7,ratedeaths_last7,numcases_last14,numdeaths_last14,ratecases_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
60,Yukon,Yukon,2020-04-11,15,2020,0,8,2,18.61,0,0,0,4.65,0.00,4,0,9.31,0,0.29,0.66,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-11,15,2020,0,5,1,10.99,0,0,0,2.20,0.00,4,0,8.79,0,0.14,0.31,0.00,0.00
62,Nunavut,Nunavut,2020-04-11,15,2020,0,0,0,0.00,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-04-11,15,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
1,Canada,Canada,2020-04-11,15,2020,,23317,9413,60.97,652,421,1.7,24.61,1.10,17892,611,46.78,1.6,1344.71,3.52,60.14,0.16
59,British Columbia,Colombie-Britannique,2020-04-18,16,2020,0,1618,173,31.03,78,20,1.5,3.32,0.38,415,40,7.96,0.77,24.71,0.47,2.86,0.05
48,Alberta,Alberta,2020-04-18,16,2020,0,2562,993,57.67,51,11,1.15,22.35,0.25,1487,33,33.47,0.74,141.86,3.19,1.57,0.04
47,Saskatchewan,Saskatchewan,2020-04-18,16,2020,0,313,24,26.53,4,0,0.34,2.03,0.00,82,1,6.95,0.08,3.43,0.29,0.00,0.00
46,Manitoba,Manitoba,2020-04-18,16,2020,0,253,11,18.28,5,1,0.36,0.79,0.07,59,3,4.26,0.22,1.57,0.11,0.14,0.01
35,Ontario,Ontario,2020-04-18,16,2020,0,10010,3362,67.52,511,259,3.45,22.68,1.75,6380,417,43.03,2.81,480.29,3.24,37.00,0.25
24,Quebec,Québec,2020-04-18,16,2020,0,17521,5229,203.63,805,516,9.36,60.77,6.00,10524,730,122.31,8.48,747.00,8.68,73.71,0.86
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-18,16,2020,0,256,15,49.18,3,0,0.58,2.88,0.00,61,2,11.72,0.38,2.14,0.41,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-04-18,16,2020,0,118,6,14.95,0,0,0,0.76,0.00,20,0,2.53,0,0.86,0.11,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-04-18,16,2020,0,649,221,65.42,7,5,0.71,22.28,0.50,413,7,41.63,0.71,31.57,3.18,0.71,0.07
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-18,16,2020,0,26,1,15.82,0,0,0,0.61,0.00,4,0,2.43,0,0.14,0.09,0.00,0.00
60,Yukon,Yukon,2020-04-18,16,2020,0,9,1,20.94,0,0,0,2.33,0.00,3,0,6.98,0,0.14,0.33,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-18,16,2020,0,5,0,10.99,0,0,0,0.00,0.00,1,0,2.2,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2020-04-18,16,2020,0,0,0,0.00,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-04-18,16,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
1,Canada,Canada,2020-04-18,16,2020,,33353,10036,87.21,1464,812,3.83,26.24,2.12,19449,1233,50.85,3.22,1433.71,3.75,116.00,0.30
59,British Columbia,Colombie-Britannique,2020-04-25,17,2020,0,1948,330,37.36,100,22,1.92,6.33,0.42,503,42,9.65,0.81,47.14,0.90,3.14,0.06
48,Alberta,Alberta,2020-04-25,17,2020,0,4233,1671,95.28,73,22,1.64,37.61,0.50,2664,33,59.96,0.74,238.71,5.37,3.14,0.07
47,Saskatchewan,Saskatchewan,2020-04-25,17,2020,0,349,36,29.58,4,0,0.34,3.05,0.00,60,0,5.09,0,5.14,0.44,0.00,0.00
46,Manitoba,Manitoba,2020-04-25,17,2020,0,267,14,19.30,6,1,0.43,1.01,0.07,25,2,1.81,0.14,2.00,0.14,0.14,0.01
35,Ontario,Ontario,2020-04-25,17,2020,0,13995,3985,94.39,807,296,5.44,26.88,2.00,7347,555,49.55,3.74,569.29,3.84,42.29,0.29
24,Quebec,Québec,2020-04-25,17,2020,0,23267,5746,270.41,1446,641,16.81,66.78,7.45,10975,1157,127.55,13.45,820.86,9.54,91.57,1.06
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-25,17,2020,0,257,1,49.37,3,0,0.58,0.19,0.00,16,0,3.07,0,0.14,0.03,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-04-25,17,2020,0,118,0,14.95,0,0,0,0.00,0.00,6,0,0.76,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-04-25,17,2020,0,865,216,87.19,22,15,2.22,21.77,1.51,437,20,44.05,2.02,30.86,3.11,2.14,0.22
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-25,17,2020,0,26,0,15.82,0,0,0,0.00,0.00,1,0,0.61,0,0.00,0.00,0.00,0.00
60,Yukon,Yukon,2020-04-25,17,2020,0,11,2,25.59,0,0,0,4.65,0.00,3,0,6.98,0,0.29,0.66,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-25,17,2020,0,5,0,10.99,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2020-04-25,17,2020,0,0,0,0.00,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-04-25,17,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
1,Canada,Canada,2020-04-25,17,2020,,45354,12001,118.58,2461,997,6.43,31.38,2.61,22037,1809,57.62,4.73,1714.43,4.48,142.43,0.37
59,British Columbia,Colombie-Britannique,2020-05-02,18,2020,0,2171,223,41.63,114,14,2.19,4.28,0.27,553,36,10.6,0.69,31.86,0.61,2.00,0.04
48,Alberta,Alberta,2020-05-02,18,2020,0,5670,1437,127.62,94,21,2.12,32.34,0.47,3108,43,69.95,0.97,205.29,4.62,3.00,0.07
47,Saskatchewan,Saskatchewan,2020-05-02,18,2020,0,421,72,35.68,6,2,0.51,6.10,0.17,108,2,9.15,0.17,10.29,0.87,0.29,0.02
46,Manitoba,Manitoba,2020-05-02,18,2020,0,280,13,20.23,6,0,0.43,0.94,0.00,27,1,1.95,0.07,1.86,0.13,0.00,0.00
35,Ontario,Ontario,2020-05-02,18,2020,0,17119,3124,115.46,1166,359,7.86,21.07,2.42,7109,655,47.95,4.42,446.29,3.01,51.29,0.35
24,Quebec,Québec,2020-05-02,18,2020,0,29656,6389,344.66,2136,690,24.82,74.25,8.02,12135,1331,141.03,15.47,912.71,10.61,98.57,1.15
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-02,18,2020,0,259,2,49.75,3,0,0.58,0.38,0.00,3,0,0.58,0,0.29,0.05,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-05-02,18,2020,0,118,0,14.95,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-05-02,18,2020,0,963,98,97.07,31,9,3.12,9.88,0.91,314,24,31.65,2.42,14.00,1.41,1.29,0.13
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-02,18,2020,0,27,1,16.43,0,0,0,0.61,0.00,1,0,0.61,0,0.14,0.09,0.00,0.00
60,Yukon,Yukon,2020-05-02,18,2020,0,11,0,25.59,0,0,0,0.00,0.00,2,0,4.65,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-02,18,2020,0,5,0,10.99,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2020-05-02,18,2020,0,0,0,0.00,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-05-02,18,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
1,Canada,Canada,2020-05-02,18,2020,,56713,11359,148.28,3556,1095,9.3,29.70,2.86,23360,2092,61.08,5.47,1622.71,4.24,156.43,0.41
59,British Columbia,Colombie-Britannique,2020-05-09,19,2020,0,2330,159,44.68,129,15,2.47,3.05,0.29,382,29,7.33,0.56,22.71,0.44,2.14,0.04
48,Alberta,Alberta,2020-05-09,19,2020,0,6157,487,138.58,116,22,2.61,10.96,0.50,1924,43,43.31,0.97,69.57,1.57,3.14,0.07
47,Saskatchewan,Saskatchewan,2020-05-09,19,2020,0,553,132,46.87,6,0,0.51,11.19,0.00,204,2,17.29,0.17,18.86,1.60,0.00,0.00
46,Manitoba,Manitoba,2020-05-09,19,2020,0,284,4,20.52,7,1,0.51,0.29,0.07,17,1,1.23,0.07,0.57,0.04,0.14,0.01
35,Ontario,Ontario,2020-05-09,19,2020,0,19944,2825,134.52,1585,419,10.69,19.05,2.83,5949,778,40.12,5.25,403.57,2.72,59.86,0.40
24,Quebec,Québec,2020-05-09,19,2020,0,36986,7330,429.85,2786,650,32.38,85.19,7.55,13719,1340,159.44,15.57,1047.14,12.17,92.86,1.08
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-09,19,2020,0,260,1,49.95,3,0,0.58,0.19,0.00,3,0,0.58,0,0.14,0.03,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-05-09,19,2020,0,120,2,15.20,0,0,0,0.25,0.00,2,0,0.25,0,0.29,0.04,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-05-09,19,2020,0,1011,48,101.91,47,16,4.74,4.84,1.61,146,25,14.72,2.52,6.86,0.69,2.29,0.23
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-09,19,2020,0,27,0,16.43,0,0,0,0.00,0.00,1,0,0.61,0,0.00,0.00,0.00,0.00
60,Yukon,Yukon,2020-05-09,19,2020,0,11,0,25.59,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-09,19,2020,0,5,0,10.99,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2020-05-09,19,2020,0,0,0,0.00,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-05-09,19,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
1,Canada,Canada,2020-05-09,19,2020,,67701,10988,177.01,4679,1123,12.23,28.73,2.94,22347,2218,58.43,5.8,1569.71,4.10,160.43,0.42
59,British Columbia,Colombie-Britannique,2020-05-16,20,2020,0,2428,98,46.56,141,12,2.7,1.88,0.23,257,27,4.93,0.52,14.00,0.27,1.71,0.03
48,Alberta,Alberta,2020-05-16,20,2020,0,6587,430,148.26,126,10,2.84,9.68,0.23,917,32,20.64,0.72,61.43,1.38,1.43,0.03
47,Saskatchewan,Saskatchewan,2020-05-16,20,2020,0,591,38,50.09,6,0,0.51,3.22,0.00,170,0,14.41,0,5.43,0.46,0.00,0.00
46,Manitoba,Manitoba,2020-05-16,20,2020,0,289,5,20.89,7,0,0.51,0.36,0.00,9,1,0.65,0.07,0.71,0.05,0.00,0.00
35,Ontario,Ontario,2020-05-16,20,2020,0,22313,2369,150.50,1842,257,12.42,15.98,1.73,5194,676,35.03,4.56,338.43,2.28,36.71,0.25
24,Quebec,Québec,2020-05-16,20,2020,0,42183,5197,490.24,3483,697,40.48,60.40,8.10,12527,1347,145.59,15.65,742.43,8.63,99.57,1.16
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-16,20,2020,0,260,0,49.95,3,0,0.58,0.00,0.00,1,0,0.19,0,0.00,0.00,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-05-16,20,2020,0,120,0,15.20,0,0,0,0.00,0.00,2,0,0.25,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-05-16,20,2020,0,1037,26,104.53,55,8,5.54,2.62,0.81,74,24,7.46,2.42,3.71,0.37,1.14,0.12
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-16,20,2020,0,27,0,16.43,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
60,Yukon,Yukon,2020-05-16,20,2020,0,11,0,25.59,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-16,20,2020,0,5,0,10.99,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2020-05-16,20,2020,0,0,0,0.00,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-05-16,20,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
1,Canada,Canada,2020-05-16,20,2020,,75864,8163,198.36,5663,984,14.81,21.34,2.57,19151,2107,50.07,5.51,1166.14,3.05,140.57,0.37
59,British Columbia,Colombie-Britannique,2020-05-23,21,2020,0,2517,89,48.27,157,16,3.01,1.71,0.31,187,28,3.59,0.54,12.71,0.24,2.29,0.04
48,Alberta,Alberta,2020-05-23,21,2020,0,6818,231,153.46,135,9,3.04,5.20,0.20,661,19,14.88,0.43,33.00,0.74,1.29,0.03
47,Saskatchewan,Saskatchewan,2020-05-23,21,2020,0,630,39,53.40,7,1,0.59,3.31,0.08,77,1,6.53,0.08,5.57,0.47,0.14,0.01
46,Manitoba,Manitoba,2020-05-23,21,2020,0,292,3,21.10,7,0,0.51,0.22,0.00,8,0,0.58,0,0.43,0.03,0.00,0.00
35,Ontario,Ontario,2020-05-23,21,2020,0,25040,2727,168.89,2028,186,13.68,18.39,1.25,5096,443,34.37,2.99,389.57,2.63,26.57,0.18
24,Quebec,Québec,2020-05-23,21,2020,0,46838,4655,544.34,3940,457,45.79,54.10,5.31,9852,1154,114.5,13.41,665.00,7.73,65.29,0.76
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-23,21,2020,0,260,0,49.95,3,0,0.58,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-05-23,21,2020,0,121,1,15.33,0,0,0,0.13,0.00,1,0,0.13,0,0.14,0.02,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-05-23,21,2020,0,1049,12,105.74,58,3,5.85,1.21,0.30,38,11,3.83,1.11,1.71,0.17,0.43,0.04
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-23,21,2020,0,27,0,16.43,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
60,Yukon,Yukon,2020-05-23,21,2020,0,11,0,25.59,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-23,21,2020,0,5,0,10.99,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2020-05-23,21,2020,0,0,0,0.00,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-05-23,21,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
1,Canada,Canada,2020-05-23,21,2020,,83621,7757,218.64,6335,672,16.56,20.28,1.76,15920,1656,41.63,4.33,1108.14,2.90,96.00,0.25
59,British Columbia,Colombie-Britannique,2020-05-30,22,2020,0,2573,56,49.34,164,7,3.14,1.07,0.13,145,23,2.78,0.44,8.00,0.15,1.00,0.02
48,Alberta,Alberta,2020-05-30,22,2020,0,6992,174,157.38,143,8,3.22,3.92,0.18,405,17,9.12,0.38,24.86,0.56,1.14,0.03
47,Saskatchewan,Saskatchewan,2020-05-30,22,2020,0,645,15,54.67,10,3,0.85,1.27,0.25,54,4,4.58,0.34,2.14,0.18,0.43,0.04
46,Manitoba,Manitoba,2020-05-30,22,2020,0,294,2,21.25,7,0,0.51,0.14,0.00,5,0,0.36,0,0.29,0.02,0.00,0.00
35,Ontario,Ontario,2020-05-30,22,2020,0,27533,2493,185.70,2227,199,15.02,16.81,1.34,5220,385,35.21,2.6,356.14,2.40,28.43,0.19
24,Quebec,Québec,2020-05-30,22,2020,0,50651,3813,588.66,4439,499,51.59,44.31,5.80,8468,956,98.41,11.11,544.71,6.33,71.29,0.83
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-30,22,2020,0,261,1,50.14,3,0,0.58,0.19,0.00,1,0,0.19,0,0.14,0.03,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-05-30,22,2020,0,129,8,16.35,0,0,0,1.01,0.00,9,0,1.14,0,1.14,0.14,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-05-30,22,2020,0,1056,7,106.45,60,2,6.05,0.71,0.20,19,5,1.92,0.5,1.00,0.10,0.29,0.03
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-30,22,2020,0,27,0,16.43,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
60,Yukon,Yukon,2020-05-30,22,2020,0,11,0,25.59,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-30,22,2020,0,5,0,10.99,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2020-05-30,22,2020,0,0,0,0.00,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-05-30,22,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
1,Canada,Canada,2020-05-30,22,2020,,90190,6569,235.81,7053,718,18.44,17.18,1.88,14326,1390,37.46,3.63,938.43,2.45,102.57,0.27
59,British Columbia,Colombie-Britannique,2020-06-06,23,2020,0,2632,59,50.47,167,3,3.2,1.13,0.06,115,10,2.21,0.19,8.43,0.16,0.43,0.01
48,Alberta,Alberta,2020-06-06,23,2020,0,7138,146,160.66,146,3,3.29,3.29,0.07,320,11,7.2,0.25,20.86,0.47,0.43,0.01
47,Saskatchewan,Saskatchewan,2020-06-06,23,2020,0,650,5,55.09,11,1,0.93,0.42,0.08,20,4,1.7,0.34,0.71,0.06,0.14,0.01
46,Manitoba,Manitoba,2020-06-06,23,2020,0,300,6,21.68,7,0,0.51,0.43,0.00,8,0,0.58,0,0.86,0.06,0.00,0.00
35,Ontario,Ontario,2020-06-06,23,2020,0,30202,2669,203.71,2384,157,16.08,18.00,1.06,5162,356,34.82,2.4,381.29,2.57,22.43,0.15
24,Quebec,Québec,2020-06-06,23,2020,0,52624,1973,611.59,4970,531,57.76,22.93,6.17,5786,1030,67.24,11.97,281.86,3.28,75.86,0.88
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-06,23,2020,0,261,0,50.14,3,0,0.58,0.00,0.00,1,0,0.19,0,0.00,0.00,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-06-06,23,2020,0,136,7,17.23,1,1,0.13,0.89,0.13,15,1,1.9,0.13,1.00,0.13,0.14,0.02
12,Nova Scotia,Nouvelle-Écosse,2020-06-06,23,2020,0,1058,2,106.65,61,1,6.15,0.20,0.10,9,3,0.91,0.3,0.29,0.03,0.14,0.01
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-06,23,2020,0,27,0,16.43,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
60,Yukon,Yukon,2020-06-06,23,2020,0,11,0,25.59,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-06,23,2020,0,5,0,10.99,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2020-06-06,23,2020,0,0,0,0.00,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-06-06,23,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
1,Canada,Canada,2020-06-06,23,2020,,95057,4867,248.54,7750,697,20.26,12.73,1.82,11436,1415,29.9,3.7,695.29,1.82,99.57,0.26
59,British Columbia,Colombie-Britannique,2020-06-13,24,2020,0,2709,77,51.95,168,1,3.22,1.48,0.02,136,4,2.61,0.08,11.00,0.21,0.14,0.00
48,Alberta,Alberta,2020-06-13,24,2020,0,7383,245,166.18,150,4,3.38,5.51,0.09,391,7,8.8,0.16,35.00,0.79,0.57,0.01
47,Saskatchewan,Saskatchewan,2020-06-13,24,2020,0,664,14,56.28,13,2,1.1,1.19,0.17,19,3,1.61,0.25,2.00,0.17,0.29,0.02
46,Manitoba,Manitoba,2020-06-13,24,2020,0,303,3,21.90,7,0,0.51,0.22,0.00,9,0,0.65,0,0.43,0.03,0.00,0.00
35,Ontario,Ontario,2020-06-13,24,2020,0,31992,1790,215.78,2479,95,16.72,12.07,0.64,4459,252,30.07,1.7,255.71,1.72,13.57,0.09
24,Quebec,Québec,2020-06-13,24,2020,0,53824,1200,625.53,5195,225,60.38,13.95,2.61,3173,756,36.88,8.79,171.43,1.99,32.14,0.37
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-13,24,2020,0,261,0,50.14,3,0,0.58,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-06-13,24,2020,0,157,21,19.89,2,1,0.25,2.66,0.13,28,2,3.55,0.25,3.00,0.38,0.14,0.02
12,Nova Scotia,Nouvelle-Écosse,2020-06-13,24,2020,0,1061,3,106.95,62,1,6.25,0.30,0.10,5,2,0.5,0.2,0.43,0.04,0.14,0.01
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-13,24,2020,0,27,0,16.43,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
60,Yukon,Yukon,2020-06-13,24,2020,0,11,0,25.59,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-13,24,2020,0,5,0,10.99,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2020-06-13,24,2020,0,0,0,0.00,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-06-13,24,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
1,Canada,Canada,2020-06-13,24,2020,,98410,3353,257.31,8079,329,21.12,8.77,0.86,8220,1026,21.49,2.68,479.00,1.25,47.00,0.12
59,British Columbia,Colombie-Britannique,2020-06-20,25,2020,0,2790,81,53.50,168,0,3.22,1.55,0.00,158,1,3.03,0.02,11.57,0.22,0.00,0.00
48,Alberta,Alberta,2020-06-20,25,2020,0,7673,290,172.70,152,2,3.42,6.53,0.05,535,6,12.04,0.14,41.43,0.93,0.29,0.01
47,Saskatchewan,Saskatchewan,2020-06-20,25,2020,0,726,62,61.53,13,0,1.1,5.25,0.00,76,2,6.44,0.17,8.86,0.75,0.00,0.00
46,Manitoba,Manitoba,2020-06-20,25,2020,0,313,10,22.62,7,0,0.51,0.72,0.00,13,0,0.94,0,1.43,0.10,0.00,0.00
35,Ontario,Ontario,2020-06-20,25,2020,0,33301,1309,224.61,2566,87,17.31,8.83,0.59,3099,182,20.9,1.23,187.00,1.26,12.43,0.08
24,Quebec,Québec,2020-06-20,25,2020,0,54674,850,635.41,5408,213,62.85,9.88,2.48,2050,438,23.82,5.09,121.43,1.41,30.43,0.35
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-20,25,2020,0,261,0,50.14,3,0,0.58,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-06-20,25,2020,0,164,7,20.78,2,0,0.25,0.89,0.00,28,1,3.55,0.13,1.00,0.13,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-06-20,25,2020,0,1061,0,106.95,62,0,6.25,0.00,0.00,3,1,0.3,0.1,0.00,0.00,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-20,25,2020,0,27,0,16.43,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
60,Yukon,Yukon,2020-06-20,25,2020,0,11,0,25.59,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-20,25,2020,0,5,0,10.99,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2020-06-20,25,2020,0,0,0,0.00,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-06-20,25,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
1,Canada,Canada,2020-06-20,25,2020,,101019,2609,264.13,8381,302,21.91,6.82,0.79,5962,631,15.59,1.65,372.71,0.97,43.14,0.11
59,British Columbia,Colombie-Britannique,2020-06-27,26,2020,0,2878,88,55.19,174,6,3.34,1.69,0.12,169,6,3.24,0.12,12.57,0.24,0.86,0.02
48,Alberta,Alberta,2020-06-27,26,2020,0,7957,284,179.10,154,2,3.47,6.39,0.05,574,4,12.92,0.09,40.57,0.91,0.29,0.01
47,Saskatchewan,Saskatchewan,2020-06-27,26,2020,0,777,51,65.86,13,0,1.1,4.32,0.00,113,0,9.58,0,7.29,0.62,0.00,0.00
46,Manitoba,Manitoba,2020-06-27,26,2020,0,322,9,23.27,7,0,0.51,0.65,0.00,19,0,1.37,0,1.29,0.09,0.00,0.00
35,Ontario,Ontario,2020-06-27,26,2020,0,34476,1175,232.53,2618,52,17.66,7.93,0.35,2484,139,16.75,0.94,167.86,1.13,7.43,0.05
24,Quebec,Québec,2020-06-27,26,2020,0,55079,405,640.12,5448,40,63.32,4.71,0.46,1255,253,14.59,2.94,57.86,0.67,5.71,0.07
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-27,26,2020,0,261,0,50.14,3,0,0.58,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-06-27,26,2020,0,165,1,20.91,2,0,0.25,0.13,0.00,8,0,1.01,0,0.14,0.02,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-06-27,26,2020,0,1061,0,106.95,63,1,6.35,0.00,0.10,0,1,0,0.1,0.00,0.00,0.14,0.01
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-27,26,2020,0,27,0,16.43,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
60,Yukon,Yukon,2020-06-27,26,2020,0,11,0,25.59,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-27,26,2020,0,5,0,10.99,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2020-06-27,26,2020,0,0,0,0.00,0,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-06-27,26,2020,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
1,Canada,Canada,2020-06-27,26,2020,,103032,2013,269.39,8482,101,22.18,5.26,0.26,4622,403,12.08,1.05,287.57,0.75,14.43,0.04
